type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Вторичка,2,2,11,Монолитно-кирпичный,Нет,0,2,1,1,1,0,0,8500000,77.0,43.0,9.0,2014,"Москва, ЮАО, р-н Бирюлево Восточное, 6-я Радиальная ул., 3к10", ЮАО,1.947378899465881
Вторичка,1,19,28,Монолитный,Евроремонт,1,0,0,0,0,0,0,10300000,36.0,25.0,6.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,1,4,24,Монолитный,Дизайнерский,0,1,1,1,1,0,0,10899999,51.0,23.0,14.0,2005,"Москва, САО, р-н Ховрино, ул. Дыбенко, 16К1", САО,1.9759282330843648
Вторичка,4,14,19,Монолитный,Дизайнерский,2,0,1,1,1,1,0,100900000,186.5,99.4,20.0,2013,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к5", ЗАО,0.23144917545233534
Вторичка,2,12,19,Монолитный,Евроремонт,1,0,1,1,1,0,0,12549999,48.2,30.0,13.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2", ЮВАО,0.9050516311528176
Вторичка,3,4,38,Монолитный,Нет,0,2,1,1,0,0,0,16000000,98.0,57.0,12.0,2015,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк4", СВАО,1.4749313988128832
Новостройка,2,7,20,Монолитный,Чистовая,0,1,1,1,1,1,0,8324760,51.9,29.8,8.5,2019,"Москва, СВАО, р-н Отрадное, Жилой Поколение квартал", СВАО,1.0077994774561094
Вторичка,3,10,31,Монолитный,Нет,0,2,0,0,0,0,1,13300000,76.0,56.0,20.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,3,3,9,Панельный,Косметический,0,1,1,0,1,1,0,9290000,62.0,40.0,11.0,1976,"Москва, ЮЗАО, р-н Черемушки, Зюзинская ул., 8", ЮЗАО,1.6357163817234763
Вторичка,3,6,58,Монолитный,Нет,0,2,1,1,0,0,0,18200000,126.0,91.0,12.0,2016,"Москва, СВАО, р-н Ростокино, просп. Мира, 188Бк3", СВАО,1.3988449579295077
Вторичка,3,4,20,Монолитный,Нет,0,2,1,1,1,0,0,19500000,99.6,59.3,14.1,2015,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к3", ЮВАО,0.8973735106745836
Вторичка,2,9,28,Монолитный,Нет,0,0,1,1,1,0,0,19200000,94.0,60.0,19.0,2017,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,10,17,Монолитно-кирпичный,Дизайнерский,1,0,1,1,1,1,0,5900000,40.0,26.0,10.0,2013,"Москва, ЮЗАО, р-н Южное Бутово, Чечерский проезд, 120", ЮЗАО,1.1530634459165434
Вторичка,2,8,16,Панельный,Евроремонт,0,1,1,1,1,0,0,9900000,55.0,33.0,9.5,1980,"Москва, ЗАО, р-н Можайский, Можайское ш., 29", ЗАО,2.353164502619049
Вторичка,2,6,12,Монолитный,Нет,0,0,0,0,0,0,0,25000000,69.0,48.0,11.0,2015,"Москва, ЮАО, р-н Даниловский, ул. 2-я Самаринская, 4", ЮАО,0.505107077220897
Вторичка,3,5,20,Монолитный,Дизайнерский,0,2,1,1,1,0,0,27000000,102.8,58.0,27.0,2016,"Москва, ЮВАО, р-н Южнопортовый, ул. Мельникова, 3к2", ЮВАО,0.9050516311528176
Вторичка,3,4,11,Монолитный,Нет,0,2,0,0,1,0,0,27800000,108.0,55.0,21.0,2016,"Москва, ВАО, р-н Преображенское, Краснобогатырская ул., 90С1", ВАО,0.5323660851381751
Вторичка,3,11,21,Монолитный,Нет,0,2,0,0,1,0,0,33000000,110.0,76.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,3,4,7,Монолитно-кирпичный,Дизайнерский,2,0,1,0,0,1,0,62303300,176.0,88.0,24.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,3,7,7,Монолитно-кирпичный,Нет,0,2,1,1,0,0,0,40000000,172.0,120.0,30.0,2010,"Москва, ЮАО, р-н Донской, 3-й Донской проезд, 1", ЮАО,1.1574334808653493
Вторичка,2,3,5,Кирпичный,Косметический,0,1,0,0,0,0,1,8300000,55.7,35.1,7.2,1959,"Москва, САО, р-н Коптево, Большая Академическая ул., 6к1", САО,1.657362559756567
Вторичка,2,5,6,Монолитно-кирпичный,Дизайнерский,1,0,1,1,1,0,0,39990000,92.0,35.0,32.0,2004,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1К1", ЮЗАО,0.9118504779648128
Новостройка,2,2,14,Монолитный,Нет,0,1,1,1,1,0,0,3465656,41.02,17.2,11.3,2020,"Москва, НАО (Новомосковский), Сосенское поселение, Столбово деревня, Южное Бунино жилой комплекс", НАО (Новомосковский),5.0897258977647235
Вторичка,4,4,35,Монолитный,Евроремонт,1,1,1,1,1,1,0,45000000,200.0,120.0,15.0,2001,"Москва, СЗАО, р-н Щукино, Авиационная ул., 79", СЗАО,1.3084502383437255
Вторичка,3,43,53,Монолитный,Нет,0,2,1,1,0,0,0,47350508,99.0,60.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,2,42,53,Монолитный,Нет,0,2,1,1,0,0,0,47599721,98.0,64.0,12.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,33,53,Монолитный,Нет,0,2,1,1,0,0,0,56540244,121.0,87.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,16,34,Монолитный,Нет,0,2,1,1,0,0,0,64172399,129.0,89.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,16,34,Монолитный,Нет,0,2,1,1,0,0,0,65418465,142.0,119.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,3,6,Панельный,Нет,0,0,1,1,0,0,0,49000000,123.0,59.0,12.0,1913,"Москва, ЦАО, р-н Хамовники, Малый Могильцевский пер., 4Б", ЦАО,0.622612242537528
Вторичка,3,4,5,Блочный,Нет,0,2,1,1,0,0,1,51000000,103.0,71.2,15.0,2004,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1", ЮЗАО,0.9952847879645086
Вторичка,3,4,5,Монолитно-кирпичный,Нет,0,2,1,1,0,0,1,51000000,104.0,71.6,15.0,2004,"Москва, ЮЗАО, р-н Гагаринский, Андреевская наб., 1", ЮЗАО,0.9952847879645086
Вторичка,3,7,8,Сталинский,Косметический,0,1,1,0,0,0,1,16500000,81.0,53.0,10.0,1960,"Москва, ЮЗАО, р-н Академический, Нахимовский просп., 48", ЮЗАО,0.3196013744418689
Вторичка,4,43,53,Монолитный,Нет,0,2,1,1,0,0,0,73517894,157.0,110.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,40,53,Монолитный,Нет,0,2,1,1,0,0,0,113080489,165.0,137.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,11,53,Монолитный,Нет,0,2,1,1,0,0,0,77879125,228.0,160.0,30.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,3,21,Монолитно-кирпичный,Евроремонт,0,3,1,1,0,1,1,42000000,110.0,75.0,8.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4с3", ЗАО,3.2397248130162657
Вторичка,3,41,53,Монолитный,Нет,0,2,1,1,0,0,0,75386993,155.0,118.0,15.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,36,53,Монолитный,Нет,0,2,1,1,0,0,0,71648795,148.0,115.0,12.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,5,38,53,Монолитный,Нет,0,4,1,1,0,0,0,113392006,243.0,205.0,20.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
