type_of_accommodation,number_of_rooms,floor,floors,type_of_house,repair,combined_bathroom,shared_bathroom,passenger_elevator,cargo_elevator,loggia,parking,balcony,price,total_area,living_area,kitchen_area,year_of_construction,full_adress,district,distnce_metro
Вторичка,4,45,53,Монолитно-кирпичный,Нет,3,0,1,1,0,0,0,81343606,164.0,92.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,5,33,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,0,82400000,123.5,90.0,21.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,13,18,Монолитный,Нет,2,0,1,1,0,0,0,92999549,184.8,104.0,21.0,2006,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3", САО,0.8815239051151257
Вторичка,3,56,75,Монолитный,Нет,0,0,1,1,0,0,0,86799579,146.6,92.0,18.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15", ЦАО,0.16484023989877042
Вторичка,5,8,15,Монолитно-кирпичный,Нет,4,0,1,1,1,0,0,82000000,220.0,112.0,25.0,2011,"Москва, ЗАО, р-н Раменки, ул. Пудовкина, 7А", ЗАО,1.5680592464719034
Вторичка,4,3,5,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,0,90000000,136.7,120.0,15.0,2009,"Москва, ЦАО, р-н Таганский, ул. Станиславского, 11", ЦАО,0.5086590459837813
Вторичка,5,3,12,Монолитный,Дизайнерский,3,0,0,0,1,0,0,99000000,139.0,71.0,16.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12", ЦАО,0.528172477585726
Вторичка,3,4,16,Монолитный,Дизайнерский,2,0,1,1,1,0,0,123379402,122.9,70.0,15.0,2008,"Москва, ЦАО, р-н Хамовники, Ружейный пер., 3", ЦАО,0.5997413589400458
Вторичка,3,4,12,Монолитный,Нет,0,0,0,0,0,0,0,100885911,135.6,85.0,16.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,4,14,53,Монолитно-кирпичный,Дизайнерский,3,0,1,1,0,0,0,99900000,181.0,93.0,24.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,5,4,6,Монолитно-кирпичный,Косметический,2,2,1,0,0,0,1,99000000,248.0,144.0,18.0,1909,"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 36С1", ЦАО,0.3717243257980703
Вторичка,4,8,13,Монолитно-кирпичный,Дизайнерский,3,0,0,0,1,0,0,97500000,103.0,75.0,16.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,3,3,12,Панельный,Нет,0,1,1,1,0,1,1,9000000,65.0,45.0,7.5,1981,"Москва, СЗАО, р-н Южное Тушино, ул. Свободы, 49К2", СЗАО,1.010996608686466
Вторичка,4,35,37,Монолитный,Дизайнерский,3,0,1,1,0,0,0,115000000,207.7,116.0,21.0,2006,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3", САО,0.8815239051151257
Вторичка,4,7,18,Монолитный,Дизайнерский,3,0,1,1,0,0,1,104097496,146.0,88.0,18.0,2002,"Москва, ЦАО, р-н Хамовники, Комсомольский просп., 32", ЦАО,0.4073485596507838
Вторичка,4,4,16,Монолитный,Дизайнерский,3,0,1,1,0,0,0,99000000,187.6,118.0,14.0,2008,"Москва, ЦАО, р-н Хамовники, Ружейный пер., 3", ЦАО,0.5997413589400458
Вторичка,3,16,19,Монолитный,Дизайнерский,2,0,1,1,0,0,0,97339528,159.0,100.0,18.0,2002,"Москва, СВАО, р-н Марьина роща, Октябрьский пер., 5", СВАО,0.5556942574554936
Вторичка,2,7,11,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,0,96707132,70.9,50.0,11.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Новостройка,4,1,22,Монолитный,Нет,2,1,1,0,1,1,0,10289700,99.9,66.5,13.7,2020,"Москва, НАО (Новомосковский), Родниковая ул.", НАО (Новомосковский),6.412828494580366
Вторичка,3,5,12,Монолитный,Дизайнерский,2,0,0,0,0,0,0,101000000,135.6,85.0,16.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,5,35,53,Монолитно-кирпичный,Нет,3,0,1,1,0,0,0,111599459,240.0,122.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,3,12,Монолитный,Дизайнерский,3,0,0,0,1,0,0,99000000,139.0,78.0,16.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12", ЦАО,0.528172477585726
Вторичка,3,25,53,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,0,99700000,140.0,68.0,19.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,49,75,Монолитный,Нет,0,0,1,1,0,0,0,99509518,163.6,103.0,18.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15", ЦАО,0.16484023989877042
Вторичка,3,9,11,Монолитно-кирпичный,Нет,2,0,1,1,0,0,1,116063438,93.6,59.0,14.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Вторичка,5,43,53,Монолитно-кирпичный,Нет,3,0,1,1,0,0,0,115000000,253.0,129.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,5,43,53,Монолитно-кирпичный,Нет,3,0,1,1,0,0,0,115728640,255.7,130.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,46,75,Монолитный,Нет,0,0,1,1,0,0,0,117799429,201.7,113.0,21.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15", ЦАО,0.16484023989877042
Новостройка,4,2,18,Монолитный,Чистовая,2,0,1,1,0,1,0,10563360,94.4,56.3,13.0,2020,"Москва, СЗАО, р-н Митино, Дубравная ул., 50", СЗАО,1.6213365648721183
Вторичка,4,54,75,Монолитный,Нет,0,0,1,1,0,0,0,158099234,202.0,113.0,21.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15", ЦАО,0.16484023989877042
Вторичка,5,7,53,Монолитно-кирпичный,Дизайнерский,3,0,1,1,0,0,0,173599159,233.0,119.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,7,51,Монолитно-кирпичный,Нет,0,2,1,1,0,0,0,150411200,180.0,130.0,20.0,2006,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3", САО,0.8815239051151257
Вторичка,3,3,8,Монолитный,Нет,3,0,1,1,0,0,0,142599309,166.4,105.0,18.0,2010,"Москва, ЦАО, р-н Хамовники, пер. Хилков, 1", ЦАО,0.5992216478200619
Вторичка,5,33,34,Монолитно-кирпичный,Нет,4,0,1,1,0,0,0,160000000,296.0,151.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,3,2,11,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,1,147484886,125.2,79.0,16.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Вторичка,3,17,49,Монолитный,Евроремонт,2,0,0,0,0,0,0,35000000,125.0,70.0,20.0,2003,"Москва, СЗАО, р-н Щукино, Авиационная ул., 79К1", СЗАО,1.2229107296370096
Вторичка,4,2,17,Монолитный,Дизайнерский,3,0,1,1,0,0,1,130000000,190.0,100.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к3", ЗАО,0.4596044288614217
Вторичка,4,7,14,Монолитный,Нет,2,0,0,0,0,0,1,128700000,156.1,87.0,18.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,3,21,53,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,0,136399339,148.9,110.0,21.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,8,12,Монолитный,Нет,2,0,0,0,1,0,0,129083375,138.8,91.0,16.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12", ЦАО,0.528172477585726
Вторичка,4,8,12,Монолитный,Нет,0,0,0,0,0,0,0,129269374,139.0,64.0,27.0,2014,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12", ЦАО,0.528172477585726
Вторичка,3,41,53,Монолитно-кирпичный,Дизайнерский,3,0,1,1,0,0,0,154999249,167.0,105.0,18.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,14,14,Монолитно-кирпичный,Нет,3,0,1,1,0,0,1,123999399,189.0,106.0,21.0,2012,"Москва, ЦАО, р-н Мещанский, ул. Советской Армии, 6", ЦАО,0.6202277317789292
Вторичка,4,8,16,Монолитный,Дизайнерский,2,0,1,1,0,0,1,123999399,153.1,95.0,20.0,2008,"Москва, ЦАО, р-н Хамовники, Ружейный пер., 3", ЦАО,0.5997413589400458
Вторичка,5,11,12,Монолитный,Дизайнерский,4,0,1,1,0,0,0,123999399,265.0,135.0,25.0,2009,"Москва, СЗАО, р-н Щукино, ул. Маршала Бирюзова, 31", СЗАО,0.6429614630989616
Вторичка,5,11,11,Монолитно-кирпичный,Дизайнерский,4,0,1,1,0,0,0,751746362,424.7,217.0,25.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Вторичка,3,2,11,Монолитно-кирпичный,Дизайнерский,2,0,1,1,0,0,1,220098934,152.0,96.0,18.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Вторичка,5,11,12,Монолитный,Нет,0,0,0,0,0,0,0,216998949,272.6,139.0,25.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,4,2,15,Монолитный,Дизайнерский,2,1,1,1,1,1,0,173599159,250.0,195.0,17.0,1997,"Москва, ЦАО, р-н Тверской, Лесная ул., 6к1", ЦАО,0.5271589308517955
Вторичка,5,30,30,Монолитный,Дизайнерский,4,0,1,1,0,0,0,371998199,522.2,266.0,25.0,2008,"Москва, ЗАО, р-н Очаково-Матвеевское, Нежинская ул., 1к4", ЗАО,1.3655600316286682
Вторичка,1,29,32,Монолитный,Нет,0,0,0,0,0,0,0,8500000,48.0,20.0,10.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,4,2,8,Монолитно-кирпичный,Нет,0,4,1,1,0,0,0,186000000,186.0,145.0,20.0,2005,"Москва, ЦАО, р-н Хамовники, 1-й Зачатьевский пер., 5", ЦАО,0.6661893724246472
Вторичка,4,6,9,Кирпичный,Дизайнерский,0,0,1,1,0,0,0,241798829,260.0,146.0,25.0,2006,"Москва, ЦАО, р-н Хамовники, 3-я Фрунзенская ул., 19", ЦАО,0.6759989779111228
Вторичка,6,3,3,Монолитно-кирпичный,Нет,0,4,1,1,0,0,1,325498424,460.0,368.0,20.0,2005,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 4К7", СЗАО,1.9590036423592347
Вторичка,5,11,12,Монолитный,Нет,4,0,0,0,1,0,0,216998949,272.6,139.0,25.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,6,5,6,Кирпичный,Нет,0,4,1,1,0,0,0,285198619,378.0,240.0,40.0,2008,"Москва, СЗАО, р-н Покровское-Стрешнево, Береговая ул., 4", СЗАО,1.7267472461747793
Вторичка,4,2,8,Кирпичный,Нет,0,3,1,1,0,0,1,263498724,233.0,127.0,30.0,2005,"Москва, ЦАО, р-н Хамовники, 1-й Зачатьевский пер., 5", ЦАО,0.6661893724246472
Вторичка,5,8,12,Монолитный,Нет,4,0,0,0,1,0,0,216502952,232.8,114.0,25.0,2013,"Москва, ЦАО, р-н Хамовники, Трубецкая ул., 12", ЦАО,0.528172477585726
Вторичка,5,63,75,Монолитный,Нет,0,0,1,1,0,0,0,464997749,523.1,267.0,25.0,2013,"Москва, ЦАО, р-н Пресненский, 1-й Красногвардейский проезд, 15", ЦАО,0.16484023989877042
Вторичка,3,22,22,Монолитный,Евроремонт,0,2,1,1,0,0,1,247998799,240.0,138.0,25.0,2006,"Москва, САО, р-н Хорошевский, Чапаевский пер., 3", САО,0.8815239051151257
Вторичка,4,7,11,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,193290264,173.2,97.0,18.0,2012,"Москва, ЦАО, р-н Хамовники, 2-я Фрунзенская ул., 8", ЦАО,0.4502180594367952
Вторичка,5,12,12,Монолитный,Нет,4,0,0,0,0,0,0,290000000,323.7,143.0,56.0,2014,"Москва, ЦАО, р-н Хамовники, ул. Ефремова, 10с1к4/1", ЦАО,0.5713244435366369
Вторичка,1,14,21,Монолитный,Нет,0,0,0,0,0,0,0,7400000,43.0,15.0,10.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2", ЗАО,1.2612420176450985
Вторичка,5,45,53,Монолитно-кирпичный,Нет,4,0,1,1,0,0,0,191000000,421.0,215.0,25.0,2011,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 8", ЗАО,1.8210837895379957
Вторичка,4,3,7,Монолитный,Нет,0,3,1,1,0,0,1,291336590,254.0,160.0,30.0,2005,"Москва, ЦАО, р-н Тверской, Дмитровский пер., 7", ЦАО,0.5430308724960926
Вторичка,3,2,22,Монолитный,Нет,0,0,1,1,0,1,0,19624740,106.0,61.0,12.0,2012,"Москва, СЗАО, р-н Южное Тушино, бул. Яна Райниса, 31", СЗАО,1.774458792778224
Вторичка,1,5,9,Кирпичный,Дизайнерский,1,0,1,1,0,0,0,14800000,35.0,19.0,6.0,1964,"Москва, ЦАО, р-н Якиманка, ул. Большая Якиманка, 52", ЦАО,0.2766183581220668
Вторичка,2,4,28,Монолитно-кирпичный,Нет,1,1,1,1,0,1,1,20644052,94.0,38.0,16.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,5,10,Монолитно-кирпичный,Дизайнерский,1,0,1,1,1,0,0,11500000,51.0,31.0,10.0,2001,"Москва, ЮВАО, р-н Южнопортовый, ул. Трофимова, 16А", ЮВАО,1.250761020980505
Вторичка,2,20,32,Монолитный,Нет,0,0,0,0,0,0,0,13500000,67.0,30.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,3,13,21,Монолитный,Нет,0,0,0,0,0,0,0,21000000,102.0,50.0,20.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2", ЗАО,1.2612420176450985
Вторичка,1,15,28,Монолитно-кирпичный,Нет,1,1,1,1,1,1,0,16012680,58.0,25.0,15.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,26,28,Монолитно-кирпичный,Нет,1,0,1,1,1,1,0,21011665,73.0,47.0,10.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,17,21,Монолитно-кирпичный,Нет,0,0,1,1,0,0,1,17000000,54.0,23.0,13.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,2,2,21,Монолитно-кирпичный,Нет,0,0,0,0,0,0,0,20000000,84.0,40.0,20.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к3", ЗАО,1.2148775850349571
Вторичка,2,22,22,Монолитный,Нет,0,0,1,1,0,1,0,16707000,73.0,45.0,12.0,2012,"Москва, СЗАО, р-н Южное Тушино, бул. Яна Райниса, 31", СЗАО,1.774458792778224
Вторичка,1,14,21,Монолитно-кирпичный,Нет,0,0,1,1,0,0,1,14600000,51.0,21.0,13.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,1,14,21,Монолитный,Нет,0,0,0,0,0,0,0,15500000,55.0,20.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2", ЗАО,1.2612420176450985
Вторичка,1,16,21,Монолитный,Нет,0,0,0,0,0,0,0,10500000,44.0,15.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к2", ЗАО,1.2612420176450985
Вторичка,3,6,14,Кирпичный,Евроремонт,1,1,1,1,1,0,0,20500000,90.0,56.0,12.0,1993,"Москва, ЗАО, р-н Можайский, ул. Вересаева, 12", ЗАО,1.3275744867979302
Вторичка,1,2,28,Монолитно-кирпичный,Нет,1,0,1,1,1,1,0,12638565,52.0,22.0,14.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,20,28,Монолитно-кирпичный,Нет,1,0,1,1,1,1,0,19814688,70.0,44.0,10.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,11,28,Монолитно-кирпичный,Нет,1,0,1,1,1,1,0,16568487,60.0,33.0,10.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,4,28,Монолитно-кирпичный,Нет,1,1,1,1,0,1,1,20644052,93.0,37.0,16.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,2,15,Панельный,Евроремонт,1,0,1,1,0,1,0,15300000,59.0,34.0,11.0,1999,"Москва, ЦАО, р-н Пресненский, ул. 1905 года, 23", ЦАО,0.5011690896388706
Вторичка,3,18,40,Монолитно-кирпичный,Нет,0,2,1,1,0,1,0,21500000,86.0,56.0,20.0,2012,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64", ЮЗАО,0.7266043271566442
Вторичка,2,37,48,Монолитно-кирпичный,Нет,0,0,1,1,0,1,0,22500000,68.0,40.0,15.0,2009,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111А", ЮЗАО,1.664391417972095
Вторичка,2,8,21,Монолитно-кирпичный,Нет,2,0,1,1,0,0,1,23000000,81.0,39.0,15.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,2,5,28,Монолитно-кирпичный,Нет,1,0,1,1,1,1,0,23460835,84.0,39.0,17.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,3,6,22,Монолитный,Нет,0,0,1,1,0,1,0,22439265,116.0,55.0,14.0,2012,"Москва, СЗАО, р-н Южное Тушино, бул. Яна Райниса, 31", СЗАО,1.774458792778224
Вторичка,2,2,5,Кирпичный,Дизайнерский,1,0,1,0,0,0,0,24800000,67.0,40.0,10.0,1905,"Москва, ЦАО, р-н Арбат, Новинский бул., 18А", ЦАО,0.6792218048925612
Вторичка,2,32,48,Монолитно-кирпичный,Нет,0,0,0,0,0,1,0,21500000,86.0,77.0,9.0,2009,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 111А", ЮЗАО,1.664391417972095
Вторичка,2,6,28,Монолитно-кирпичный,Нет,1,1,1,1,1,1,0,24852643,88.0,47.0,15.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Новостройка,4,2,13,Панельный,Чистовая,2,0,1,1,0,1,0,14202000,108.0,59.7,18.6,2019,"Москва, СВАО, р-н Отрадное, Высоковольтный проезд, 5С1", СВАО,1.292757071716945
Вторичка,2,3,28,Монолитно-кирпичный,Нет,2,0,1,1,1,1,0,22782420,92.0,44.0,17.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,3,16,22,Монолитный,Нет,0,0,1,1,0,1,0,21831000,114.0,78.0,15.0,2012,"Москва, СЗАО, р-н Южное Тушино, бул. Яна Райниса, 31", СЗАО,1.774458792778224
Вторичка,3,5,40,Монолитный,Нет,0,1,1,1,1,0,0,22000000,99.0,65.0,10.0,2012,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2", ЮЗАО,0.7714912221097704
Вторичка,3,2,23,Монолитно-кирпичный,Дизайнерский,0,0,1,1,0,1,0,23500000,78.0,55.0,15.0,2009,"Москва, ЗАО, р-н Кунцево, ул. Екатерины Будановой, 5", ЗАО,1.4140569149349629
Вторичка,3,23,40,Монолитный,Нет,0,1,1,1,1,0,0,22500000,101.0,65.0,10.0,2012,"Москва, ЮЗАО, р-н Обручевский, Профсоюзная ул., 64к2", ЮЗАО,0.7714912221097704
Вторичка,2,5,28,Монолитно-кирпичный,Нет,1,1,1,1,1,1,0,21351724,83.0,42.0,12.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,12,28,Монолитно-кирпичный,Нет,1,1,1,1,0,1,1,23440217,100.0,60.0,25.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,2,5,21,Монолитно-кирпичный,Нет,0,0,0,0,0,0,0,22500000,85.0,40.0,15.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к3", ЗАО,1.2148775850349571
Вторичка,2,2,28,Монолитно-кирпичный,Нет,1,1,1,1,0,1,1,21547680,80.0,50.0,15.0,2016,"Москва, САО, р-н Тимирязевский, Дмитровское ш., 13", САО,0.277437342043645
Вторичка,1,72,97,Монолитно-кирпичный,Нет,0,0,0,0,0,1,0,23500000,45.0,30.0,9.0,2008,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12", ЦАО,0.2484263123686343
Вторичка,3,14,23,Монолитно-кирпичный,Нет,1,1,1,1,0,1,1,31000000,105.0,60.0,16.0,2009,"Москва, ЗАО, р-н Кунцево, ул. Екатерины Будановой, 5", ЗАО,1.4140569149349629
Вторичка,3,4,24,Кирпичный,Косметический,0,1,1,1,0,0,0,27899864,71.0,46.0,10.0,1967,"Москва, ЦАО, р-н Арбат, ул. Новый Арбат, 6", ЦАО,0.44580932976673
Вторичка,3,10,21,Монолитно-кирпичный,Нет,0,0,1,1,0,0,1,28000000,108.0,60.0,16.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,3,14,21,Монолитно-кирпичный,Нет,2,0,1,1,0,0,1,28000000,100.0,51.0,17.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,2,14,18,Монолитный,Нет,0,0,0,0,0,1,0,26860000,79.0,41.0,13.0,2016,"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 19", ЮАО,0.8816404833643524
Вторичка,2,9,22,Монолитно-кирпичный,Нет,0,0,1,1,0,0,0,29000000,108.0,52.0,17.0,2011,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 107к3", ЮЗАО,1.862304835527051
Вторичка,2,4,18,Монолитный,Нет,0,0,0,0,0,1,0,27540000,81.0,38.0,13.0,2016,"Москва, ЮАО, р-н Даниловский, ул. Серпуховский Вал, 19", ЮАО,0.8816404833643524
Вторичка,2,4,21,Монолитно-кирпичный,Нет,2,0,1,1,0,0,0,26500000,77.0,40.0,12.0,2015,"Москва, ЗАО, р-н Раменки, Мосфильмовская ул., 88к4", ЗАО,3.1404393506573145
Вторичка,2,5,8,Кирпичный,Дизайнерский,0,0,0,0,0,0,0,28000000,70.0,50.0,10.0,1940,"Москва, ЦАО, р-н Тверской, Тверская ул., 17", ЦАО,0.12137779638838588
Вторичка,3,23,32,Монолитный,Нет,0,0,1,1,1,1,0,31000000,170.0,96.0,20.0,2013,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,4,5,22,Монолитный,Нет,0,0,1,1,0,1,0,25060080,134.0,74.0,15.0,2012,"Москва, СЗАО, р-н Южное Тушино, бул. Яна Райниса, 31", СЗАО,1.774458792778224
Вторичка,4,23,32,Монолитный,Нет,0,0,1,1,1,1,0,31000000,170.0,116.0,20.0,2013,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,2,13,32,Монолитно-кирпичный,Нет,0,0,1,1,0,1,0,25500000,106.0,52.0,16.0,2013,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 103", ЮЗАО,1.4076274986307582
Вторичка,2,12,17,Монолитный,Дизайнерский,1,0,0,0,0,0,0,30800000,74.0,53.0,12.0,2005,"Москва, ЗАО, р-н Раменки, Мичуринский просп., 7", ЗАО,2.3046806480823108
Вторичка,4,16,22,Монолитно-кирпичный,Дизайнерский,0,2,1,1,1,1,0,29900000,130.0,72.0,17.0,2011,"Москва, ЗАО, р-н Кунцево, Истринская ул., 8к3", ЗАО,1.2476243869580101
Вторичка,2,18,24,Монолитно-кирпичный,Евроремонт,1,0,1,1,1,1,0,26000000,63.0,26.0,20.0,2001,"Москва, ЦАО, р-н Таганский, Марксистская ул., 7", ЦАО,0.4293263564950972
Вторичка,4,4,20,Монолитный,Нет,0,0,0,0,0,1,0,29820700,149.0,93.0,22.0,2016,"Москва, ЮЗАО, р-н Обручевский, Ленинский просп., 105к2", ЮЗАО,1.7345004959926351
Вторичка,2,79,97,Монолитно-кирпичный,Нет,0,0,0,0,0,1,0,29000000,55.0,45.0,5.0,2008,"Москва, ЦАО, р-н Пресненский, наб. Пресненская, 12", ЦАО,0.2484263123686343
Вторичка,3,15,32,Монолитный,Нет,0,0,0,0,0,0,0,30000000,125.0,60.0,20.0,2015,"Москва, ЗАО, р-н Филевский парк, Береговой проезд, 5к1", ЗАО,1.3036267114070783
Вторичка,5,3,4,Кирпичный,Евроремонт,1,0,1,0,0,1,0,59262012,119.8,80.3,12.0,1898,"Москва, ЦАО, р-н Тверской, ул. Петровка, 19С5", ЦАО,0.6132996064372831
Вторичка,2,13,16,Панельный,Дизайнерский,0,1,1,1,0,0,1,8450000,53.3,31.0,9.0,1998,"Москва, ЗАО, р-н Очаково-Матвеевское, Аминьевское ш., 3", ЗАО,3.1456154618648244
Вторичка,2,3,5,Кирпичный,Косметический,0,1,0,0,0,0,1,10950000,66.0,37.5,8.0,1954,"Москва, САО, р-н Левобережный, Ленинградское ш., 94К3", САО,0.4491182048892986
Вторичка,6,18,19,Монолитно-кирпичный,Нет,4,0,1,1,0,1,1,250000000,485.2,200.0,17.0,2013,"Москва, ЗАО, р-н Раменки, Ломоносовский просп., 25к5", ЗАО,0.23144917545233534
Новостройка,2,6,17,Панельный,Черновая,0,1,0,0,1,0,1,5852094,63.4,35.0,12.9,2018,"Москва, ЮВАО, р-н Некрасовка, Люберецкие Поля микрорайон, 13-й квартал, к11", ЮВАО,7.884555627229516
Вторичка,3,2,12,Монолитно-кирпичный,Нет,1,1,1,1,0,0,1,39000000,116.0,77.0,19.0,2007,"Москва, ЗАО, р-н Проспект Вернадского, ул. Удальцова, 15", ЗАО,0.8977458447663217
